Question,Answer,base_response,final_answer,token_cost,time_cost
Jamie Harris is best known for his role as The Hook-Handed Man in a movie directed by who ?,Brad Silberling,I have no idea.,"Jamie Harris is best known for his role as The Hook-Handed Man, but the director of the movie in which he played this role is not specified in the provided context.",1563,7.673395634
"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,I have no idea.,The information about St. Judt Medical company's principal operations worldwide is not available in the provided context.,1968,15.27733278
Which Genus has more species Eucryphia or Lepidozamia ?,Eucryphia,Eucryphia has more species than Lepidozamia.,ERROR,0,0
Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,Sacred Planet was released first.,"Sacred Planet was released first, in 2003, before Oz the Great and Powerful came out in 2013.",1929,13.55585432
"Other than racing, what sport does the 1998 champion of the Toyota GRand Prix practice?",paracyclist,I have no idea.,"The 1998 champion of the Toyota Grand Prix, Mika Häkkinen, practiced judo as a sport other than racing.",1914,12.46092868
What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?,Treaty of Gandamak,The Treaty of Gandamak in 1879 officially ended the first phase of the Second Anglo-Afghan War between the British Raj and the Emirate of Afghanistan.,The Treaty of Gandamak in 1879 officially ended the first phase of the Second Anglo-Afghan War between the British Raj and the Emirate of Afghanistan.,3099,13.28381944
Where is the Cocoa Krispies and former Superman sponsor located?,"Battle Creek, Michigan","Battle Creek, Michigan.","Cocoa Krispies and the former Superman sponsor are both located in Battle Creek, Michigan.",2182,15.54873729
How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,13,"It took Adele 13 days to sell 2 million copies of her album *21* in the UK, breaking a twenty-year-old record.",6477,68.31125283
"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?",international football competition,FIFA Women's World Cup,Liu Ailing played in the FIFA Women's World Cup in the 1991 and 1995 editions but not in the 1999 edition.,2596,23.81118894
The city that contains the Yunnan Provincial Museum is also known by what nickname?,Spring city,City of Eternal Spring,"The city that contains the Yunnan Provincial Museum is also known by the nickname ""City of Eternal Spring.""",1872,12.80956149
What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day,Happy Death Day,Jessica Rothe stars in the 2017 Christopher B. Landon-directed American slasher film *Happy Death Day*.,3079,8.292318821
"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",8-Sep-17,7-Apr-17,"The album *Current Mood* by Dustin Lynch, which includes the song released to country radio on February 17, 2017, was not released to country radio on April 7, 2017, and its specific release date to country radio is not confirmed in the context.",6118,59.1362102
What city did the characters from Gargoyles the Movie: The Heroes Awaken wake up in after being in an enchantedly petrified state for a thousand years?,modern-day New York City,New York City.,The characters from *Gargoyles the Movie: The Heroes Awaken* wake up in New York City after being in an enchanted petrified state for a thousand years.,6439,44.95021653
Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,Philip K. Dick,Philip K. Dick.,Philip K. Dick wrote both *The Ganymede Takeover* (1967) and *The Man in the High Castle* (1962).,2124,15.80624676
"Which football team does Lewis Young's older brother, Ashley Young, play for?",Premier League club Manchester United and the England national team,West Bromwich Albion.,Ashley Young currently plays for Ipswich Town.,2699,12.54529381
"The Indian actor and philanthropist, who starred in ""Mera Damad,"" entered the film industry in what year?",1977,1992,"Shah Rukh Khan entered the film industry in 1992 with his debut movie ""Deewana.""",1800,9.294415474
"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",Gallery is older than Dime Magazine.,The age comparison between *Gallery* and *Dime Magazine* cannot be determined based on the provided information.,5934,47.75963068
How large is the shopping mall where KGOT radio station has its studios ?,"728,000 ft²",I have no idea.,The shopping mall where KGOT radio station has its studios cannot be identified based on the given information.,1392,9.002049923
"Jacques Mathou starred in Delicatessen, the 1991 French movie in the style of which celebrated American animator?",Terry Gilliam,Henry Selick,"Jacques Mathou starred in *Delicatessen*, the 1991 French movie in the style of Jean-Pierre Jeunet.",2038,17.05915284
What is the height of the player who won the 2015 AFL Rising Star award?,1.95 m,183 cm,"The height of Jesse Hogan, the winner of the 2015 AFL Rising Star award, is not provided in the given information.",1861,7.261492729
The movies The Boatniks and The Great Locomotive Chase were both made by which production company?,Walt Disney Productions,I have no idea.,The movies *The Boatniks* and *The Great Locomotive Chase* were both made by Walt Disney Productions.,1951,12.07171178
Mick Carter is the landlord of a public house located at what address?,"46 Albert Square, Walford, London E20","550 Uxbridge Road, Walford.","The available information does not confirm that Mick Carter is the landlord of a public house located at 550 Uxbridge Road, Walford.",1408,7.341201305
What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Armenian,Armenia,There is no shared country of ancestry between Art Laboe and Scout Tufankjian.,1846,13.73345757
How many Senate seats will be contested during the midterm elections that Nancy Soderberg has filed to run for Congress in?,33,34,"**Final Refined Answer:** In the 2026 midterm elections, 35 Senate seats will be contested, including special elections, during the same election cycle in which Nancy Soderberg is running for a U.S. House seat.",6875,65.38770628
How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?,"4,613","Approximately 5,000.","Tim Hortons is a quick-service coffee and doughnut chain, not a restaurant, so it comprises 0 restaurants.",2022,15.97856259
"What type of film are both ""500 Years Later"" and ""Manson""?",documentary,They are not the same type of film.,"*500 Years Later* and *Manson* are not the same type of film; the former is likely science fiction or post-apocalyptic, while the latter is likely biographical or crime-related.",2491,23.24763155
What professions did S. Sylvan Simon and Danny Cannon have in common?,director and producer,They were both directors.,Final Refined Answer: They did not share the profession of director.,3148,31.57615781
"Where is the academy, for which Joseph D. Stewart was appointed Superintendent, located?","Kings Point, New York","The academy is located in Colorado Springs, Colorado.","The academy where Joseph D. Stewart was appointed Superintendent is located in Kings Point, Long Island, New York.",1976,11.26203728
Luke Null is an actor who was on the program that premiered its 43rd season on which date?,30-Sep-17,I have no idea.,"Final Refined Answer: No verification questions can be generated for the baseline answer ""I have no idea"" because it does not make a specific factual claim.",1418,9.350065231
"The Azad Hind Dal was created by an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt to rid India of British rule during what war left a troubled legacy?",World War II,"Subhas Chandra Bose created the Azad Hind Dal, and his attempt to rid India of British rule during World War II left a troubled legacy.","Subhas Chandra Bose created the Azad Hind Dal and sought to free India from British rule during World War II, an effort that left a troubled legacy due to his alliances with Nazi Germany and Fascist Japan.",6792,36.52614641
"The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently playing in Tippeligaen having been promoted from Adeccoligaen in 2012?",IK Start,IK Start,The provided information does not confirm that Viking beat IK Start in the 2011 La Manga Cup.,2393,18.21993065
"Which band has released the most studio albums, Blonde Redhead or Rob Zombie's band White Zombie?",Blonde Redhead,Blonde Redhead has released more studio albums than White Zombie.,ERROR,0,0
Where was the movement that August Brancart published literature from centerd?,Western Europe,Brussels,The movement that August Brancart published literature from cannot be confirmed as being centered in Brussels based on the provided information.,1991,16.32372355
Stephen susco wrote a movie produced by which american film actor?,Sam Raimi,Patrick Wilson.,Stephen Susco did not write a movie produced by Patrick Wilson.,2441,15.56987166
are the documentaries Out of Place and The Mosuo Sisters by the same director ?,no,No.,"No, the documentaries *Out of Place* and *The Mosuo Sisters* are not by the same director.",1859,14.19670963
Watercliffe Meadow Primary Schools name change is an example of what term generally used to describe the avoidance of certain language?,political correctness,Political correctness.,"The name change of Watercliffe Meadow Primary School is not an example of political correctness, as there is no evidence provided to suggest it was motivated by the avoidance of certain language.",2043,14.57440758
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?",650 locations,Approximately 120 locations.,The information is not provided in the context.,1741,9.120379686
"What year was the American healthy lifestyle magazine, in which Georgia Rickard contributed, started?",1950,I have no idea.,The American healthy lifestyle magazine in which Georgia Rickard contributed was started in 1988.,2149,16.48780918
"Thomas Matthew ""Tom"" Chappell co-founded a commpany in 1970 that manufactures what products?",natural-ingredients-only personal care products,"Tom Chappell co-founded Tom's of Maine in 1970, which manufactures natural personal care products like toothpaste, deodorants, and soaps.","Tom Chappell co-founded Tom's of Maine in 1970, which manufactures natural personal care products including toothpaste, deodorants, and soaps.",4522,40.61109352
What type of beliefs does Mount Ida and Rhea have in common?,Greek mythology,Mount Ida and Rhea are both associated with mother goddess worship in Greek mythology.,Mount Ida and Rhea are both associated with mother goddess worship in Greek mythology.,4463,45.9902761
Where does the story take place in 1988 film The Moderns?,1926 Paris,"The story in the 1988 film *The Moderns* takes place in Chicago, Illinois.","The story in the 1988 film *The Moderns* takes place in Paris, France.",3018,24.58417702
Angelo Francesco Lavignino scored a 1965 English-language Spanish-Swiss co-produced film that was directed by and also starred who?,Orson Welles,I have no idea.,"Angelo Francesco Lavignino scored the 1965 English-language Spanish-Swiss co-produced film *The Good, the Bad and the Ugly*, which was directed by and also starred Clint Eastwood.",1703,13.61520815
What three categories does income get levied under the Parliament of Australia's tax code?,"""personal earnings"" (such as salary and wages), ""business income"" and ""capital gains""","The three categories are ordinary income, statutory income, and capital gains.",ERROR,0,0
Scout Tufankjian and Daron Malakian are both what?,Armenian-American,They are both lead vocalists.,They are both musicians.,1955,5.106616259
Which novelist wrote under the pen name Walter Ericson: Laura Esquivel or Howard Fast?,Howard Melvin Fast,I have no idea.,Howard Fast wrote under the pen name Walter Ericson.,3149,22.42033505
Edmund Robert Harris is the principal benefactor of a museum located where ?,Preston,"Preston, England.","Edmund Robert Harris is the principal benefactor of the Harris Museum located in Preston, England.",1732,11.67121673
Were Illinois Institute of Technology and Boise State University both bounded before 1950?,yes,Yes.,"No, Illinois Institute of Technology was founded before 1950, but Boise State University was not.",2791,19.8284843
Erwin Lambert was a member of which paramilitary organization under Hitler?,Schutzstaffel,I have no idea.,ERROR,0,0
"Michael Pollock was was a senior officer in the United Kingdom's naval warfare force, also known as the what?",Royal Navy,Royal Navy,"Michael Pollock was a senior officer in the United Kingdom's naval warfare force, also known as the Royal Navy.",2006,11.58933878
What is the population of the city at which the transmitter of WLLZ-LP was placed? ,"143,372","The population of Urbana, Illinois, where the WLLZ-LP transmitter is located, is approximately 43,242 as of the 2020 census.","The population of Traverse City, Michigan, where the WLLZ-LP transmitter is located, is not provided in the given context.",7196,47.25045466
"Who is descended from William, 4th Lord Livingston and was a statesman from New York City? ",Philip Livingston,Robert R. Livingston.,"Robert R. Livingston was descended from William, 4th Lord Livingston and was a statesman from New York City.",3093,28.9208467
Padosan had a supporting actor who is known as a successful playback singer in what language?,Hindi,Hindi,"The supporting actor in *Padosan*, Kishore Kumar, is known as a successful playback singer in Hindi.",2518,23.42976546
Macclesfield Town F.C. plays in the league sponsored by whom?,Vanarama,Vanarama,"Macclesfield Town F.C. plays in the National League North, which is not sponsored by Vanarama.",2183,17.530689
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?",Gangsta's Paradise,"""Gangsta's Paradise""","""Gangsta's Paradise"" by Coolio, featured on his greatest hits album *Fantastic Voyage: The Greatest Hits*, samples Stevie Wonder's ""Pastime Paradise.""",2191,13.3891623
Who was the eldest brother of the Mexican drug trafficker born 12 March 1952?,Francisco Rafael Arellano Félix,Miguel Caro Quintero.,"Miguel Caro Quintero was not the eldest brother of the Mexican drug trafficker born on 12 March 1952, as no individual in the provided context was born on that date, and Rafael Caro Quintero, the drug trafficker mentioned, was the eldest son.",2634,22.87827063
In which University is Richard Williams' former assistant a member of the Athletics Hall of Fame?,Campbellsville University,University of Kentucky,The provided context does not contain sufficient information to confirm that Richard Williams' former assistant is a member of the Athletics Hall of Fame at the University of Kentucky.,2729,23.35270476
"Marvel Classics Comics specialized in adaptations of literary classics, such as a novel by American writer Herman Melville, that was published in what year?",1851,1851,"The novel by Herman Melville that was adapted by Marvel Classics Comics, *Moby-Dick*, was originally published in 1851.",3243,22.5388608
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",1932,I have no idea.,"The Chief Aerodynamicist for the British supersonic land vehicle, Ron Ayers, was born on 11 April 1932.",3204,24.1568532
The third emperor in the Year of the Four Emperors had how many wives? ,second,2,"The third emperor in the Year of the Four Emperors, Galba, had 0 wives.",2138,14.98253751
Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?,Jordan Peele,Peter Atencio.,The 2016 film *Keanu* was written by Jordan Peele and Alex Rubens.,1618,7.162027359
Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,"Franconia, New Hampshire",Ecole des Hautes Etudes en Sciences Sociales (EHESS) in Paris.,There is no evidence that Jeanne Marie Beaumont directed a seminar from 2007 to 2010.,3067,28.23851585
What is the name of the father of Childericus?,Merovech,Merovech,ERROR,0,0
Immanuel Lutheran School is affiliated with the denomination that has how many members?,2.1 million,I have no idea.,"Immanuel Lutheran School is affiliated with a Lutheran denomination, but the specific number of members in that denomination is not provided.",2177,16.76962519
in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?,Kurt Russell,I have no idea.,"The original query cannot be answered, as there is no verified information to build upon from the baseline response.",1603,11.78337622
Tamanchey is a comedy film that starred the actress who works in what type of films?,Hindi,I have no idea.,"The actress who starred in *Tamanchey*, Richa Chadda, typically works in comedy, drama, and social issue-based films.",3818,38.7639904
"Which star of ""Chalet Girl"" also appeared in ""The Treasure Seekers""?",Felicity Rose Hadley Jones,Martin Freeman,"The star of ""Chalet Girl"" who also appeared in ""The Treasure Seekers"" is not Martin Freeman.",1963,14.78925633
Who currently has more store locations? Bearno's or Patxi's Chicago Pizza?,Bearno's Pizza,I have no idea.,"Based on the verification process, the final refined answer is: **Patxi's Chicago Pizza currently has more store locations than Bearno's.**",1844,13.16161323
Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,Northern State Parkway,Bethpage State Parkway begins with an interchange at Northern State Parkway.,1957,15.15400982
At what frequency the magazine publishes which ranked  Aditya Puri #24th in India's 50 Most powerful people of 2017 list?,fortnightly,The magazine publishes monthly.,"The magazine **India Today** publishes **weekly**, and it ranked Aditya Puri #24th in its 2017 list of India's 50 Most Powerful People.",3544,24.9123354
"Which plant genus has a longer common name, Myrtus or Eustoma?",Eustoma,Eustoma has a longer common name than Myrtus.,"Eustoma and Myrtus both have common names consisting of a single word, so neither has a longer common name than the other.",2215,16.12608314
"Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?",Obafemi Martins,Odion Ighalo,"Odion Ighalo did not play in the top divisions of Italy and Germany, so he is not one of the eleven players who have played in the top divisions of Italy, Spain, England, and Germany.",2050,15.82834673
 Who was born first Doug Liman or Saul Metzstein?,"Douglas Eric ""Doug"" Liman",Doug Liman was born first.,"Doug Liman was born first, as he was born on April 16, 1965, before Saul Metzstein, who was born on April 23, 1967.",2138,15.80596232
"Which band has more members, Kitchens of Distinction or Royal Blood?",Kitchens of Distinction,Kitchens of Distinction has more members than Royal Blood.,Kitchens of Distinction has more members than Royal Blood.,2696,14.16522527
Cistus and Stapelianthus are both forms of what?,flowering plants,I have no idea.,Cistus and Stapelianthus are both forms of flowering plants.,3979,38.47769761
An Cat Dubh / Into the Heart is a song from the U2 album released on what date?,20-Oct-80,21-Oct-80,"""An Cat Dubh / Into the Heart"" is a song from the U2 album *Boy*, which was released on October 21, 1980.",3506,34.73616481
What is the current position held by the Nathan Sharansky's co-author of the book The Case for Democracy?,Israeli Ambassador,"Ron Dermer, co-author of *The Case for Democracy* with Natan Sharansky, is currently Israel's Minister of Energy.",Ron Dermer is currently the Minister of Strategic Affairs of Israel.,2434,12.37782764
What casino in Las Vegas which is now operated by MGM Resorts International was developed by William G. Bennett?,Excalibur Hotel and Casino,Mandalay Bay Resort and Casino.,The casino in Las Vegas now operated by MGM Resorts International that was developed by William G. Bennett is not Mandalay Bay Resort and Casino.,2001,13.3442843
Paul DeBoy is known for an appearance in the Western action-adventure game developed by which company?,Rockstar San Diego,Rockstar Games,Paul DeBoy is not known for an appearance in the Western action-adventure game developed by Rockstar Games.,1990,14.94812727
"What is the name of this New York based American investment management firm founded in 1982, whose co-CEO is Robert Mercer?",Renaissance Technologies,Renaissance Technologies,"Renaissance Technologies is the New York-based American investment management firm founded in 1982, but Robert Mercer is not its co-CEO.",2707,14.45093226
Are Des Moines International Airport and Grand Canyon National Park Airport both major airline hubs?,no,No.,"Final Refined Answer: No, neither Des Moines International Airport nor Grand Canyon National Park Airport are major airline hubs.",5963,41.73686576
 The Canadian Hot 100 is a music industry record chart in Canada for for a song that is released separately from what?,an album,The Canadian Hot 100 is for songs released separately from an album.,The Canadian Hot 100 is a music industry record chart in Canada for songs that are released separately from an album.,2899,27.16007996
Is Karjiang a mountain and Sherpi Kangri a mountain peak?,yes,I have no idea.,"Yes, Karjiang is a mountain and Sherpi Kangri is a mountain peak.",2874,24.29826617
Which one the cast members in the film Only Lovers Left Alive also played in Othello?,Tom Hiddleston,Tom Hiddleston.,Tom Hiddleston did not play the character Othello in the film Only Lovers Left Alive.,1990,13.14009094
"Stephen Graham starred in a film in 2006, directed by whom?",directed by Shane Meadows,I have no idea.,"Since the baseline answer ""I have no idea"" provides no specific information about a director, no verification questions can be generated.",3313,32.10688615
Which member of the research project conducted by the Creation Research Society and the Institute for Creation Research between 1997 and 2005 was Kevin R. Henke most critical of? ,Russell Humphreys,John Morris,There is no evidence that Kevin R. Henke was critical of John Morris in the research project conducted by the Creation Research Society and the Institute for Creation Research between 1997 and 2005.,3564,36.63347793
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?,his most brilliant student,"""my favorite pupil""",ERROR,0,0
What is the name of the character portrayed by Anna Camp in the film centered on the fictional Barden University and The Bellas?,Aubrey Posen,Aubrey Posen,"Anna Camp portrayed the character Aubrey Posen in the film *Pitch Perfect*, which is centered on the fictional Barden University and The Bellas.",1686,10.41991305
"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,Nusretiye Mosque,ERROR,0,0
What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,The Los Angeles Dance Theater,I have no idea.,George Balanchine founded the Ballet Theatre (now American Ballet Theatre) to create a live stage version of the 1942 film *Casablanca*.,1800,10.62886858
"What city that Lettuce Lake Park is just outside of is the largest in Hillsborough County, Florida? ",Tampa,Tampa,"Tampa is the largest city in Hillsborough County, Florida, and Lettuce Lake Park is located just outside of it.",2217,18.04874349
Which US Supreme court case involved a waiver of right to counsel Planned Parenthood v. Casey or Montejo v. Louisiana?,Montejo v. Louisiana,Montejo v. Louisiana,"Montejo v. Louisiana involved a waiver of the right to counsel, as the defendant confessed to police without his appointed lawyer present, and the Supreme Court held that such a waiver can be valid under the Sixth Amendment.",3047,26.66589427
"Who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle""?",Matthew Vaughn,I have no idea.,"Since the baseline response is ""I have no idea,"" there is no factual claim to verify, and therefore no verification questions can be generated.",2518,17.21721244
"In what year was the band, whose bassist joined Arvas in 1996, formed?",1992,I have no idea.,The band in question was formed in 1985.,1636,15.96627021
Which company does Timothy Oulton retail his products through that is based in Corte Madera?,Restoration Hardware,"Timothy Oulton retails his products through his own company, Timothy Oulton, based in Corte Madera.",Timothy Oulton does not retail his products through a company based in Corte Madera.,2085,14.56744075
In between Atsushi Ogata and Ralph Smart who graduated from Harvard College?,Atsushi Ogata,Ralph Smart graduated from Harvard College.,Atsushi Ogata graduated from Harvard College.,2739,18.08295989
The owner of radio station KWPW has the same name as an American character actor. What is it?,Bill McCutcheon,Wally Cox,"Wally Cox is an American character actor, but there is no evidence that he is the owner of radio station KWPW.",2147,16.99207091
What game did the team with an 11-1 regular season record play in for the BCS title game?,2004 Nokia Sugar Bowl,BCS National Championship Game,A team with an 11-1 regular season record could have played in the BCS National Championship Game if it was ranked among the top two teams in the BCS standings.,2374,21.57715368
"What German medium tank, sometimes called the ""Mark V"", that was deployed on the Eastern and Western fronts from mid-1943 provided the armor and suspension for the chassis of the tank destroyer built by Nazi Germany during World War II?",The Panther,Panzer V Panther,"The Panzer V Panther provided the armor and suspension for the chassis of the Jagdpanther, a tank destroyer built by Nazi Germany during World War II.",2620,23.16531277
Abraham Lincoln Neiman and his wife Carrie Marcus Neiman cofounded Neiman Marcus with Carrie's brother Herbert in which American city in 1907?,Dallas,Dallas,Abraham Lincoln Neiman and his wife Carrie Marcus Neiman cofounded Neiman Marcus with Carrie's brother Herbert in Dallas in 1907.,1908,12.23910189
Which show that premiered in May 2011 is hosted by someone with the birth name Richard Kirschner?,My Cat from Hell,America's Got Talent,There is no show that premiered in May 2011 and is hosted by someone with the birth name Richard Kirschner.,2045,15.47454524
"Abraham Lokin was born on an archipelago between the Norwegian Sea and North Atlantic, that is about 200 miles north-northwest of where?",Scotland,Shetland Islands,"Abraham Lincoln was born in Kentucky, not 200 miles north-northwest of the Shetland Islands.",5537,57.99889684
Do the bands named Phoenix and Shearwater specialize in the exact same genre?,no,No.,"Final Refined Answer: No, Phoenix and Shearwater do not specialize in the exact same genre, as the available information does not specify Shearwater's genre.",2050,16.21056747
"Which former American football player had a part in the movie ""Gamer?""",Terry Crews,Marcus Harrell.,Marcus Harrell did not have a part in the movie *Gamer*.,2018,14.99964476
"North Blenheim, New York was destroyed by flooding caused by the Hurricane that landed in what month?",11-Aug,September,"The hurricane that caused flooding in North Blenheim, New York landed in August.",1779,10.95590186
"Who is older, Ivan Foster or Ian Paisley?",Ian Paisley,Ian Paisley is older than Ivan Foster.,Ivan Foster is older than Ian Paisley.,3343,33.99577332
"The founder of this Canadian owned, American manufacturer of business jets for civilian and military developed this portable tape system.",8-track,William P. Lear.,"William P. Lear, founder of the American manufacturer of business jets, developed the portable tape system known as the 8-track cartridge.",3088,20.60784841
"Which American rock band was formed first, Soil or Drowning Pool?",Drowning Pool,Soil was formed before Drowning Pool.,Drowning Pool was formed before Soil.,2169,16.45734239
What artistic endeavor do Fallujah and Dying Fetus have in common?,death metal band,Both are American death metal bands.,Both Fallujah and Dying Fetus are American death metal bands.,3274,33.21784353
"Which Star of British-Canadian-American satirical comedy, co starting with Ricky Gervais, began his career in sketch comedy series""Full Frontal"" ?",Eric Banadinović,Steve Coogan.,"The star of the British-Canadian-American satirical comedy co-starring Ricky Gervais who began his career in the sketch comedy series ""Full Frontal"" is Ben Stiller.",1888,14.95683193
Kevin Watson currently manages which Southern League football team?,Bishop's Stortford,I have no idea.,Kevin Watson currently manages the Southern League football team Welling United.,2896,14.65857458
What New York representative and politician was defeated by Alan Hevesi in 2002?,John Faso,Carl McCall,Carl McCall was defeated by Alan Hevesi in the 2002 New York State Senate election.,1871,13.68849444
"What mixed martial arts even took place at a closed hotel and casino on the Boardwalk in Atlantic City, owned by Trump Entertainment Resorts?",The War of '04,Bellator MMA events took place at Trump Plaza Hotel and Casino on the Boardwalk in Atlantic City.,No Bellator MMA events took place at a closed hotel and casino on the Boardwalk in Atlantic City owned by Trump Entertainment Resorts.,2154,16.7525928
Li Yitong made her television debut on which network?,Dragon TV,Hunan TV,Li Yitong did not make her television debut on Hunan TV.,2432,9.92541337
Who manufactured the scooter upon which the Bajaj Priya was based off of?,Piaggio,Bajaj Auto.,The Bajaj Priya was not based off of a scooter manufactured by Bajaj Auto.,2207,18.16741705
Cranium and Twin Tin Bots are both what?,games,I have no idea.,"Cranium and Twin Tin Bots are not the same type of thing; Cranium refers to the skull in anatomy, while Twin Tin Bots is a robot-programming game.",2298,12.85302091
