Question,Answer,base_response,is_hallucination,final_answer,token_cost,time_cost
"What material did a hairdresser from Yorkshire, England invent that was named by his granddaughter?",Starlite,"The material is ""Perma,"" named by the hairdresser's granddaughter, Perma.",YES,"The hairdresser from Yorkshire, England, named Richard Allinson, invented the material ""Cellonite,"" which was named by his granddaughter.",242,1.258867979
One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the wolrd outside North America until it was succeeded by a Building in city?,Hong Kong,Kuala Lumpur.,YES,"One Raffles Place was succeeded as the tallest building outside North America by the Petronas Towers in Kuala Lumpur, Malaysia.",249,1.155948162
The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,Arrowhead Stadium,Arrowhead Stadium.,NO,Their first home venue was Arrowhead Stadium.,205,0.613173962
Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of who?,Thomas Mawson,John Brookes.,YES,Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of Sir Edward Lutyens.,237,1.177264929
Jamie Harris is best known for his role as The Hook-Handed Man in a movie directed by who ?,Brad Silberling,I have no idea.,YES,"Jamie Harris is best known for his role as The Hook-Handed Man in the movie *The Woman in Black*, directed by James Watkins.",245,1.271739483
"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,I have no idea.,YES,"The real-world answer is: There is no publicly known individual named Marion Greene who was a health policy analyst for a company called St. Judt Medical, and therefore no verified information about the number of principal operations such a company might have had.",242,1.904933214
Which Genus has more species Eucryphia or Lepidozamia ?,Eucryphia,Eucryphia has more species than Lepidozamia.,NO,Eucryphia has more species than Lepidozamia.,213,0.833556652
Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,Sacred Planet was released first.,NO,"Sacred Planet was released first, in 2004, while Oz the Great and Powerful was released in 2013.",215,1.473958254
"Other than racing, what sport does the 1998 champion of the Toyota GRand Prix practice?",paracyclist,I have no idea.,YES,"The 1998 champion of the Toyota Grand Prix, which is part of the CART (Championship Auto Racing Teams) series, was Jimmy Vasser, and there is no widely known information indicating he practiced another sport professionally besides racing.",241,2.234932423
What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?,Treaty of Gandamak,The Treaty of Gandamak in 1879 officially ended the first phase of the Second Anglo-Afghan War between the British Raj and the Emirate of Afghanistan.,NO,"The first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880, known as the First Anglo-Afghan War, was officially ended by the Treaty of Gandamak in 1879.",312,2.220482349
Where is the Cocoa Krispies and former Superman sponsor located?,"Battle Creek, Michigan","Battle Creek, Michigan.",NO,"The Cocoa Krispies sponsor, General Mills, is located in Minneapolis, Minnesota; it was never a sponsor of Superman.",220,1.094940662
How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,13,YES,"It took Adele, the Best New Artist of 2009, 31 days to sell 2 million copies of her album ""19"" in the UK, breaking a 20-year-old record.",291,1.828075171
"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?",international football competition,FIFA Women's World Cup,NO,"The international football competition for women that Liu Ailing played in the 1991, 1995, and 1999 editions is the FIFA Women's World Cup.",278,1.642269373
The city that contains the Yunnan Provincial Museum is also known by what nickname?,Spring city,City of Eternal Spring,NO,"The city that contains the Yunnan Provincial Museum, Kunming, is also known by the nickname ""The City of Eternal Spring.""",239,1.332005501
What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day,Happy Death Day,NO,The 2017 Christopher B. Landon directed American slasher film that Jessica Rothe is starring in is *Happy Death Day*.,246,1.266614199
"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",8-Sep-17,7-Apr-17,YES,"The album that includes the song by Dustin Lynch released to country radio on February 17, 2017, is *Modern Day Prodigal Son*, which was officially released on April 7, 2017.",289,1.925171852
What city did the characters from Gargoyles the Movie: The Heroes Awaken wake up in after being in an enchantedly petrified state for a thousand years?,modern-day New York City,New York City.,NO,The characters from *Gargoyles the Movie: The Heroes Awaken* wake up in the city of New York after being in an enchanted petrified state for a thousand years.,276,1.580827475
Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,Philip K. Dick,Philip K. Dick.,NO,The American writer who wrote both *The Ganymede Takeover* (1967) and *The Man in the High Castle* (1962) is Philip K. Dick.,277,1.669728041
"Which football team does Lewis Young's older brother, Ashley Young, play for?",Premier League club Manchester United and the England national team,West Bromwich Albion.,YES,"Ashley Young, Lewis Young's older brother, is a professional footballer who most recently played for the English club Manchester United in the Premier League.",231,1.289942503
"The Indian actor and philanthropist, who starred in ""Mera Damad,"" entered the film industry in what year?",1977,1992,YES,"The Indian actor and philanthropist, who starred in ""Mera Damad,"" entered the film industry in 1988.",246,1.235149384
"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",Gallery is older than Dime Magazine.,NO,Gallery is older than Dime Magazine.,192,0.568323135
How large is the shopping mall where KGOT radio station has its studios ?,"728,000 ft²",I have no idea.,YES,"KGOT radio station does not have its studios in a shopping mall; it is located in St. Louis, Missouri, but not within Westgate Plaza, which is a retail and entertainment complex, not a radio station studio.",255,1.788303852
"Jacques Mathou starred in Delicatessen, the 1991 French movie in the style of which celebrated American animator?",Terry Gilliam,Henry Selick,YES,"Jacques Mathou starred in *Delicatessen*, the 1991 French movie in the style of the celebrated American animator Tim Burton.",253,1.342088223
What is the height of the player who won the 2015 AFL Rising Star award?,1.95 m,183 cm,YES,"The height of the player who won the 2015 AFL Rising Star award, Jacob van Rooyen, is 193 centimeters.",249,1.389190435
The movies The Boatniks and The Great Locomotive Chase were both made by which production company?,Walt Disney Productions,I have no idea.,YES,The movies *The Boatniks* and *The Great Locomotive Chase* were both made by Walt Disney Productions.,236,1.145121813
Mick Carter is the landlord of a public house located at what address?,"46 Albert Square, Walford, London E20","550 Uxbridge Road, Walford.",YES,"Mick Carter is a fictional character from the British soap opera *EastEnders*, and his pub, The Queen Victoria, is located at a fictional address in the show's setting of Walford, London. In the real world, there is no actual public house at a specific address associated with this character.",262,2.364957809
What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Armenian,Armenia,NO,The shared country of ancestry between Art Laboe and Scout Tufankjian is the United States.,223,0.983531475
How many Senate seats will be contested during the midterm elections that Nancy Soderberg has filed to run for Congress in?,33,34,NO,"Nancy Soderberg has filed to run for a House of Representatives seat in New York's 1st Congressional District, not a Senate seat, and Senate contests in the 2024 midterm elections will include 33 seats.",243,2.096282005
How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?,"4,613","Approximately 5,000.",NO,"The quick service restaurant chain that Ron Joyce helped found, Tim Hortons, comprises over 5,300 restaurants globally as of recent reports.",240,1.520524025
"What type of film are both ""500 Years Later"" and ""Manson""?",documentary,They are not the same type of film.,YES,"Both ""500 Years Later"" and ""Manson"" are fictional films. In reality, ""500 Years Later"" is a documentary, while ""Manson"" is a biographical drama film.",243,2.016575098
What professions did S. Sylvan Simon and Danny Cannon have in common?,director and producer,They were both directors.,NO,Both S. Sylvan Simon and Danny Cannon are known for their work as directors in the film and television industry.,221,1.244291306
"Where is the academy, for which Joseph D. Stewart was appointed Superintendent, located?","Kings Point, New York","The academy is located in Colorado Springs, Colorado.",YES,"The academy, for which Joseph D. Stewart was appointed Superintendent, is located in Georgia.",218,1.058633089
Luke Null is an actor who was on the program that premiered its 43rd season on which date?,30-Sep-17,I have no idea.,YES,"The question contains a factual error, as there is no well-known actor named Luke Null; the correct name is Luke Null, but he is not a widely recognized actor, and there is no verifiable information about a program he was on that premiered its 43rd season on a specific date.",288,2.675531149
"The Azad Hind Dal was created by an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt to rid India of British rule during what war left a troubled legacy?",World War II,"Subhas Chandra Bose created the Azad Hind Dal, and his attempt to rid India of British rule during World War II left a troubled legacy.",NO,"The Azad Hind Dal was created by Subhas Chandra Bose, whose attempt to rid India of British rule during World War II left a troubled legacy due to his alliance with Nazi Germany and Imperial Japan.",275,1.954730034
"The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently playing in Tippeligaen having been promoted from Adeccoligaen in 2012?",IK Start,IK Start,NO,"The 2011 La Manga Cup was won by Viking, who beat Brann Bergen, not a club from Kristiansand.",273,1.461885214
"Which band has released the most studio albums, Blonde Redhead or Rob Zombie's band White Zombie?",Blonde Redhead,Blonde Redhead has released more studio albums than White Zombie.,NO,Blonde Redhead has released more studio albums than Rob Zombie's band White Zombie.,218,0.901304722
Where was the movement that August Brancart published literature from centerd?,Western Europe,Brussels,NO,"The movement that August Brancart published literature from, known as the Péguyist movement, was centered in France, primarily influenced by the writings of Charles Péguy and associated with Catholic and nationalist thought.",238,1.705558062
Stephen susco wrote a movie produced by which american film actor?,Sam Raimi,Patrick Wilson.,YES,"Stephen Susco wrote the movie *The Grudge 2*, which was produced by American film actor Sam Raimi.",226,1.172431707
are the documentaries Out of Place and The Mosuo Sisters by the same director ?,no,No.,NO,"No, the documentaries *Out of Place* and *The Mosuo Sisters* are not by the same director. *Out of Place* was directed by Jennifer Stein, while *The Mosuo Sisters* was directed by Loretta Li.",253,1.919356823
Watercliffe Meadow Primary Schools name change is an example of what term generally used to describe the avoidance of certain language?,political correctness,Political correctness.,NO,"Watercliffe Meadow Primary School's name change is an example of ""political correctness,"" a term generally used to describe the avoidance of certain language considered offensive or exclusionary.",254,1.402994156
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?",650 locations,Approximately 120 locations.,YES,"As of early 2008, BJ's Wholesale Club was operating approximately 125 locations.",230,1.040630341
"What year was the American healthy lifestyle magazine, in which Georgia Rickard contributed, started?",1950,I have no idea.,YES,"The American healthy lifestyle magazine *Prevention*, in which Georgia Rickard contributed, was started in 1950.",232,1.318288803
"Thomas Matthew ""Tom"" Chappell co-founded a commpany in 1970 that manufactures what products?",natural-ingredients-only personal care products,"Tom Chappell co-founded Tom's of Maine in 1970, which manufactures natural personal care products like toothpaste, deodorants, and soaps.",NO,"Thomas Matthew ""Tom"" Chappell co-founded The Body Shop in 1970, which originally manufactured and sold cosmetics, skincare, and beauty products.",252,1.633945942
What type of beliefs does Mount Ida and Rhea have in common?,Greek mythology,Mount Ida and Rhea are both associated with mother goddess worship in Greek mythology.,NO,"Mount Ida and Rhea are both associated with Greek mythology, and they share a connection to the beliefs surrounding the birth and upbringing of the god Zeus.",242,1.560612202
Where does the story take place in 1988 film The Moderns?,1926 Paris,"The story in the 1988 film *The Moderns* takes place in Chicago, Illinois.",YES,The story in the 1988 film *The Moderns* takes place in New York City.,226,1.221400023
Angelo Francesco Lavignino scored a 1965 English-language Spanish-Swiss co-produced film that was directed by and also starred who?,Orson Welles,I have no idea.,YES,"Angelo Francesco Lavignino scored a 1965 English-language Spanish-Swiss co-produced film titled *The Good, the Bad and the Ugly*, which was directed by Sergio Leone and starred Clint Eastwood.",283,2.161990166
What three categories does income get levied under the Parliament of Australia's tax code?,"""personal earnings"" (such as salary and wages), ""business income"" and ""capital gains""","The three categories are ordinary income, statutory income, and capital gains.",NO,"The Parliament of Australia's tax code levies income under three categories: ordinary income, statutory income, and capital gains.",230,1.293638229
Scout Tufankjian and Daron Malakian are both what?,Armenian-American,They are both lead vocalists.,YES,Scout Tufankjian and Daron Malakian are both musicians known for their work with the band System of a Down.,233,1.399018526
Which novelist wrote under the pen name Walter Ericson: Laura Esquivel or Howard Fast?,Howard Melvin Fast,I have no idea.,YES,Howard Fast wrote under the pen name Walter Ericson.,206,0.677024841
Edmund Robert Harris is the principal benefactor of a museum located where ?,Preston,"Preston, England.",NO,"Edmund Robert Harris is the principal benefactor of a museum located in York, England.",214,0.903350353
Were Illinois Institute of Technology and Boise State University both bounded before 1950?,yes,Yes.,NO,"Yes, Illinois Institute of Technology was founded in 1890 and Boise State University was founded in 1932, so both were established before 1950.",262,1.59514451
Erwin Lambert was a member of which paramilitary organization under Hitler?,Schutzstaffel,I have no idea.,YES,"Erwin Lambert was a member of the SS (Schutzstaffel), a paramilitary organization under Adolf Hitler in Nazi Germany.",227,1.16890502
"Michael Pollock was was a senior officer in the United Kingdom's naval warfare force, also known as the what?",Royal Navy,Royal Navy,NO,"Michael Pollock was a senior officer in the United Kingdom's naval warfare force, also known as the Royal Navy.",234,1.077135801
What is the population of the city at which the transmitter of WLLZ-LP was placed? ,"143,372","The population of Urbana, Illinois, where the WLLZ-LP transmitter is located, is approximately 43,242 as of the 2020 census.",YES,"The population of Lake Zurich, Illinois, where the transmitter of WLLZ-LP is located, is approximately 28,000 as of recent estimates, not 1,340.",269,1.696723461
"Who is descended from William, 4th Lord Livingston and was a statesman from New York City? ",Philip Livingston,Robert R. Livingston.,NO,"The statesman from New York City descended from William, 4th Lord Livingston, was Robert R. Livingston.",233,1.187519789
Padosan had a supporting actor who is known as a successful playback singer in what language?,Hindi,Hindi,NO,Padosan had a supporting actor who is known as a successful playback singer in the Hindi language.,224,1.078681231
Macclesfield Town F.C. plays in the league sponsored by whom?,Vanarama,Vanarama,NO,"Macclesfield Town F.C. plays in the National League, which is sponsored by Vanarama.",225,1.065795183
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?",Gangsta's Paradise,"""Gangsta's Paradise""",NO,"The song by Coolio on his greatest hits album ""Fantiastic Voyage"" that samples a Stevie Wonder song is ""Gangsta's Paradise,"" which samples ""Pastime Paradise"" from Stevie Wonder's 1976 album *Songs in the Key of Life*.",308,2.207787991
Who was the eldest brother of the Mexican drug trafficker born 12 March 1952?,Francisco Rafael Arellano Félix,Miguel Caro Quintero.,YES,"The eldest brother of the Mexican drug trafficker born on 12 March 1952, Joaquín ""El Chapo"" Guzmán, was Arturo Guzmán.",267,1.644845247
In which University is Richard Williams' former assistant a member of the Athletics Hall of Fame?,Campbellsville University,University of Kentucky,YES,The question lacks sufficient specific information to determine which university Richard Williams' former assistant is a member of the Athletics Hall of Fame at.,236,1.332009315
"Marvel Classics Comics specialized in adaptations of literary classics, such as a novel by American writer Herman Melville, that was published in what year?",1851,1851,NO,"Marvel Classics Comics adapted Herman Melville's *Moby-Dick*, which was published in 1851.",241,1.106512547
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",1932,I have no idea.,YES,"The Chief Aerodynamicist for the Bloodhound LSR project is Mark Chapman, and he was born on June 22, 1969.",275,1.375917435
The third emperor in the Year of the Four Emperors had how many wives? ,second,2,YES,"The third emperor in the Year of the Four Emperors was Galba, and he had one wife, Acilia.",231,1.153794527
Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?,Jordan Peele,Peter Atencio.,YES,Keanu is a 2016 American action comedy film directed by Peter Atencio and written by Peter Atencio and Blake Anderson.,252,1.350041866
Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,"Franconia, New Hampshire",Ecole des Hautes Etudes en Sciences Sociales (EHESS) in Paris.,YES,The seminar Jeanne Marie Beaumont directed from 2007 to 2010 was located at the University of Paris-Sorbonne (now part of the University of Paris).,258,1.632303715
What is the name of the father of Childericus?,Merovech,Merovech,NO,"The name of the father of Childericus is traditionally given as Merovech in the legendary history of the Frankish kingdom, though this is considered part of the Merovingian dynasty's semi-legendary origins and lacks solid historical verification.",240,1.899491549
Immanuel Lutheran School is affiliated with the denomination that has how many members?,2.1 million,I have no idea.,YES,"Immanuel Lutheran School is affiliated with the Lutheran denomination, which has over 80 million members worldwide according to the World Council of Churches.",213,1.228227377
in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?,Kurt Russell,I have no idea.,YES,"The 2004 hockey film produced by a former major league baseball pitcher is *Miracle*, and it portrays the story of the 1980 U.S. Olympic hockey team coached by Herb Brooks.",276,1.768634081
Tamanchey is a comedy film that starred the actress who works in what type of films?,Hindi,I have no idea.,YES,Tamanchey is a comedy film that starred the actress who works in comedy films.,218,0.872477055
"Which star of ""Chalet Girl"" also appeared in ""The Treasure Seekers""?",Felicity Rose Hadley Jones,Martin Freeman,YES,"The star of ""Chalet Girl"" who also appeared in ""The Treasure Seekers"" is Precious Adams.",228,1.069509268
Who currently has more store locations? Bearno's or Patxi's Chicago Pizza?,Bearno's Pizza,I have no idea.,YES,"As of 2024, Bearno's has more store locations than Patxi's Chicago Pizza.",226,1.035498381
Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,Northern State Parkway,YES,Bethpage State Parkway begins with an interchange at the Northern State Parkway.,210,0.768485308
At what frequency the magazine publishes which ranked  Aditya Puri #24th in India's 50 Most powerful people of 2017 list?,fortnightly,The magazine publishes monthly.,YES,"The magazine that published the list ranking Aditya Puri #24th in India's 50 Most Powerful People of 2017 is Forbes India, and it is published monthly.",282,1.665795565
"Which plant genus has a longer common name, Myrtus or Eustoma?",Eustoma,Eustoma has a longer common name than Myrtus.,NO,Eustoma has a longer common name than Myrtus.,208,0.759668112
"Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?",Obafemi Martins,Odion Ighalo,YES,"The Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua and was one of eleven players to have played in the top divisions in Italy, Spain, England, and Germany is Nwankwo Kanu.",291,1.813401699
 Who was born first Doug Liman or Saul Metzstein?,"Douglas Eric ""Doug"" Liman",Doug Liman was born first.,NO,"Doug Liman was born first; he was born on April 25, 1965, while Saul Metzstein was born on July 29, 1969.",227,1.635857344
"Which band has more members, Kitchens of Distinction or Royal Blood?",Kitchens of Distinction,Kitchens of Distinction has more members than Royal Blood.,NO,Kitchens of Distinction has more members than Royal Blood.,204,0.705492496
Cistus and Stapelianthus are both forms of what?,flowering plants,I have no idea.,YES,Cistus and Stapelianthus are both genera of flowering plants.,206,0.771069288
An Cat Dubh / Into the Heart is a song from the U2 album released on what date?,20-Oct-80,21-Oct-80,YES,"The song ""An Cat Dubh / Into the Heart"" is from U2's album *The Unforgettable Fire*, which was released on April 2, 1984.",262,1.704626799
What is the current position held by the Nathan Sharansky's co-author of the book The Case for Democracy?,Israeli Ambassador,"Ron Dermer, co-author of *The Case for Democracy* with Natan Sharansky, is currently Israel's Minister of Energy.",YES,"The co-author of The Case for Democracy with Natan Sharansky, Ron Dermer, currently serves as the Israeli Ambassador to the United States.",248,1.534811258
What casino in Las Vegas which is now operated by MGM Resorts International was developed by William G. Bennett?,Excalibur Hotel and Casino,Mandalay Bay Resort and Casino.,YES,The casino in Las Vegas that is now operated by MGM Resorts International and was developed by William G. Bennett is the Mirage.,236,1.334147215
Paul DeBoy is known for an appearance in the Western action-adventure game developed by which company?,Rockstar San Diego,Rockstar Games,NO,Paul DeBoy is known for an appearance in the Western action-adventure game developed by Rockstar North.,227,1.192790031
"What is the name of this New York based American investment management firm founded in 1982, whose co-CEO is Robert Mercer?",Renaissance Technologies,Renaissance Technologies,NO,"The name of the New York based American investment management firm founded in 1982, whose co-CEO is Robert Mercer, is Cambridge Associates.",256,1.585159779
Are Des Moines International Airport and Grand Canyon National Park Airport both major airline hubs?,no,No.,NO,"Des Moines International Airport is a minor hub for a regional carrier but not a major airline hub, while Grand Canyon National Park Airport is a small general aviation airport and not a major airline hub.",250,1.847373247
 The Canadian Hot 100 is a music industry record chart in Canada for for a song that is released separately from what?,an album,The Canadian Hot 100 is for songs released separately from an album.,NO,The Canadian Hot 100 is a music industry record chart in Canada for a song that is released separately from an album or as part of a compilation.,250,1.606721163
Is Karjiang a mountain and Sherpi Kangri a mountain peak?,yes,I have no idea.,YES,"Karjiang and Sherpi Kangri are both names associated with mountain peaks in the Karakoram range, with ""Kangri"" being a Tibetan term often used for mountain peaks.",231,1.77793622
Which one the cast members in the film Only Lovers Left Alive also played in Othello?,Tom Hiddleston,Tom Hiddleston.,NO,"Anton Yelchin, who appeared in *Only Lovers Left Alive*, played Othello in a 2010 stage production at the Oregon Shakespeare Festival.",250,1.485714912
"Stephen Graham starred in a film in 2006, directed by whom?",directed by Shane Meadows,I have no idea.,YES,"Stephen Graham starred in the 2006 film *The Look of Love*, directed by Ken Loach.",228,1.086293459
Which member of the research project conducted by the Creation Research Society and the Institute for Creation Research between 1997 and 2005 was Kevin R. Henke most critical of? ,Russell Humphreys,John Morris,YES,Kevin R. Henke was most critical of the RATE (Radioisotopes and the Age of The Earth) project's claims regarding accelerated nuclear decay and the reliability of radiometric dating methods.,284,1.628843069
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?,his most brilliant student,"""my favorite pupil""",YES,"The Russian-American actor who developed Psycho-physical Awareness into an original and dependable method was referred to by Konstantin Stanislavski as ""the father of American acting.""",267,1.486962795
What is the name of the character portrayed by Anna Camp in the film centered on the fictional Barden University and The Bellas?,Aubrey Posen,Aubrey Posen,NO,The character portrayed by Anna Camp in the film centered on the fictional Barden University and The Bellas is Beca Mitchell.,241,1.144313812
"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,Nusretiye Mosque,NO,The Nusretiye Mosque is unique among Istanbul mosques for incorporating elements of Baroque architecture.,232,0.985704422
What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,The Los Angeles Dance Theater,I have no idea.,YES,"The statement is factually incorrect; George Balanchine, a renowned choreographer, did not found a production company for a stage adaptation of Casablanca, and no such live stage version was created by him.",277,1.775685787
"What city that Lettuce Lake Park is just outside of is the largest in Hillsborough County, Florida? ",Tampa,Tampa,NO,"The city that Lettuce Lake Park is just outside of and is the largest in Hillsborough County, Florida, is Tampa.",240,1.358156919
Which US Supreme court case involved a waiver of right to counsel Planned Parenthood v. Casey or Montejo v. Louisiana?,Montejo v. Louisiana,Montejo v. Louisiana,NO,The US Supreme Court case that involved a waiver of the right to counsel is Montejo v. Louisiana.,231,1.173577785
"Who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle""?",Matthew Vaughn,I have no idea.,YES,"The 1998 British comedy starring the director of *Eddie the Eagle* (2016), Sean Macauley, is *The Wind That Shakes the Barley*, but it was produced by David Barron, not Sean Macauley.",330,2.602405787
"In what year was the band, whose bassist joined Arvas in 1996, formed?",1992,I have no idea.,YES,"The band, whose bassist (Alexi Laiho) later joined Arvas (as part of the band HIM), was **Children of Bodom**, and they were formed in **1993**.",266,2.052065372
Which company does Timothy Oulton retail his products through that is based in Corte Madera?,Restoration Hardware,"Timothy Oulton retails his products through his own company, Timothy Oulton, based in Corte Madera.",YES,"Timothy Oulton retails his products through his own company, Timothy Oulton, which has a showroom in Corte Madera, California.",239,1.49076128
In between Atsushi Ogata and Ralph Smart who graduated from Harvard College?,Atsushi Ogata,Ralph Smart graduated from Harvard College.,YES,Ralph Smart graduated from Harvard College.,196,0.597589493
The owner of radio station KWPW has the same name as an American character actor. What is it?,Bill McCutcheon,Wally Cox,YES,"The owner of radio station KWPW is not named ""Wally,"" and there is no known American character actor named Wally Cox.",241,1.230688572
What game did the team with an 11-1 regular season record play in for the BCS title game?,2004 Nokia Sugar Bowl,BCS National Championship Game,NO,"The team with an 11-1 regular season record could have played in the BCS National Championship Game, but it would have had to lose once during the regular season and still meet the BCS criteria for selection, which has occurred in some years, such as with the 2007 LSU Tigers.",287,2.477176189
"What German medium tank, sometimes called the ""Mark V"", that was deployed on the Eastern and Western fronts from mid-1943 provided the armor and suspension for the chassis of the tank destroyer built by Nazi Germany during World War II?",The Panther,Panzer V Panther,NO,"The German medium tank, officially called the Panzerkampfwagen V Panther, provided the chassis, armor, and suspension for the Jagdpanther tank destroyer used by Nazi Germany during World War II.",287,1.728621483
