Question,Answer,base_response,final_answer,token_cost,time_cost
One Raffles Place is one of the tallest skyscrapers in the city of Singapore and tallest in the wolrd outside North America until it was succeeded by a Building in city?,Hong Kong,Kuala Lumpur.,The final answer is: The Petronas Towers in Kuala Lumpur succeeded One Raffles Place as the tallest building outside North America.,394,10.12937093
The Kansas City Wizards have had three home venues in Kansas City in their time.  Which was their first?,Arrowhead Stadium,Arrowhead Stadium.,The Kansas City Wizards' first home venue in Kansas City was Arrowhead Stadium.,410,11.06537056
Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of who?,Thomas Mawson,John Brookes.,The park linking the zoo with Salisbury Woodland Gardens was designed and built under the supervision of John Brookes.,309,7.793602228
Jamie Harris is best known for his role as The Hook-Handed Man in a movie directed by who ?,Brad Silberling,I have no idea.,"The movie featuring Jamie Harris as The Hook-Handed Man, ""The Woman in Black,"" was directed by James Watkins.",308,7.695643663
"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,I have no idea.,"The St. Judt Medical company's principal operations worldwide are unspecified in available records, but if referencing the fictional context or common corporate structures, it might have had three principal operations.",905,27.05474162
Which Genus has more species Eucryphia or Lepidozamia ?,Eucryphia,Eucryphia has more species than Lepidozamia.,"Eucryphia has more species than Lepidozamia, with approximately 20-25 recognized species compared to Lepidozamia's 2-3.",444,11.96479249
Which film was released first: Sacred Planet or Oz the Great and Powerful?,Sacred Planet,Sacred Planet was released first.,"Sacred Planet was released in 2004, while Oz the Great and Powerful premiered in 2013, making Sacred Planet the earlier film.",328,8.534212828
"Other than racing, what sport does the 1998 champion of the Toyota GRand Prix practice?",paracyclist,I have no idea.,"The 1998 champion of the Toyota Grand Prix, Steve Stricker, is also known for practicing tennis.",1869,58.64691734
What officially ended the first phase of the military conflict between the British Raj and the Emirate of Afghanistan from 1878 to 1880?,Treaty of Gandamak,The Treaty of Gandamak in 1879 officially ended the first phase of the Second Anglo-Afghan War between the British Raj and the Emirate of Afghanistan.,The Treaty of Gandamak in 1879 officially ended the first phase of the Second Anglo-Afghan War between the British Raj and the Emirate of Afghanistan.,724,19.88760495
Where is the Cocoa Krispies and former Superman sponsor located?,"Battle Creek, Michigan","Battle Creek, Michigan.","The Cocoa Krispies and former Superman sponsor, Kellogg's, is located in Battle Creek, Michigan.",351,9.413254261
How many days did it take the Best New Artist of 2009 to sell 2 million copies of an album in the UK and break a twenty year old record?,29,13,"The Best New Artist of 2009, Adele, took 13 days to sell 2 million copies of her album ""19"" in the UK, breaking a record previously held for 22 days.",1537,47.28463221
"What is the international football competition for women that Liu Ailing played in the 1991,1995, 1999 editions?",international football competition,FIFA Women's World Cup,"The international football competition for women that Liu Ailing played in the 1991, 1995, and 1999 editions is the FIFA Women's World Cup.",341,8.391537666
The city that contains the Yunnan Provincial Museum is also known by what nickname?,Spring city,City of Eternal Spring,"The city that contains the Yunnan Provincial Museum is also known by what nickname? The city that contains the Yunnan Provincial Museum is also known by the nickname ""City of Eternal Spring.""",309,7.883139849
What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day,Happy Death Day,The 2017 Christopher B. Landon-directed American slasher film starring Jessica Rothe is *Happy Death Day*.,351,9.098896742
"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",8-Sep-17,7-Apr-17,"The album that includes the song by Dustin Lynch, released to country radio on February 17, 2017, was officially released on April 7, 2017.",448,12.06488276
What city did the characters from Gargoyles the Movie: The Heroes Awaken wake up in after being in an enchantedly petrified state for a thousand years?,modern-day New York City,New York City.,The characters from *Gargoyles the Movie: The Heroes Awaken* wake up in New York City after being in an enchanted petrified state for a thousand years.,523,14.38880825
Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,Philip K. Dick,Philip K. Dick.,Philip K. Dick wrote both *The Ganymede Takeover* (1967) and *The Man in the High Castle* (1962).,412,10.85031009
"Which football team does Lewis Young's older brother, Ashley Young, play for?",Premier League club Manchester United and the England national team,West Bromwich Albion.,Ashley Young currently plays for West Bromwich Albion.,389,10.50057101
"The Indian actor and philanthropist, who starred in ""Mera Damad,"" entered the film industry in what year?",1977,1992,"The Indian actor and philanthropist who starred in ""Mera Damad,"" Kumar Sanu, entered the film industry in 1999.",964,28.86628413
"Which magazine is older, Gallery or Dime Magazine?","arose on the ""Playboy"" magazine pattern in the 1970s.",Gallery is older than Dime Magazine.,"Gallery is older than Dime Magazine, as it was founded in 1964 compared to Dime Magazine's 1999 launch.",243,5.840698957
How large is the shopping mall where KGOT radio station has its studios ?,"728,000 ft²",I have no idea.,"The shopping mall where KGOT radio station has its studios, the Capital Mall in Jackson, Mississippi, is approximately 330,000 square feet in size.",498,14.1718533
"Jacques Mathou starred in Delicatessen, the 1991 French movie in the style of which celebrated American animator?",Terry Gilliam,Henry Selick,"The 1991 French movie *Delicatessen* is in the style of celebrated American animator **Tim Burton**, known for his whimsical, surreal, and eccentric visual aesthetic.",513,14.31829429
What is the height of the player who won the 2015 AFL Rising Star award?,1.95 m,183 cm,The height of the player who won the 2015 AFL Rising Star award is 183 cm.,1074,32.6110518
The movies The Boatniks and The Great Locomotive Chase were both made by which production company?,Walt Disney Productions,I have no idea.,The production company that made both *The Boatniks* (1970) and *The Great Locomotive Chase* (1956) is **Walt Disney Productions** (now known as The Walt Disney Company).,355,9.26285243
Mick Carter is the landlord of a public house located at what address?,"46 Albert Square, Walford, London E20","550 Uxbridge Road, Walford.","The landlord of the Queen Victoria pub, Mick Carter, is located at 550 Uxbridge Road, Walford.",321,8.120912313
What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Armenian,Armenia,The shared country of ancestry between Art Laboe and Scout Tufankjian is Armenia.,335,8.799080849
How many Senate seats will be contested during the midterm elections that Nancy Soderberg has filed to run for Congress in?,33,34,"The number of Senate seats contested during U.S. midterm elections is typically 34, as Senate elections are staggered every two years.",480,13.32546401
How many restaurants comprise the quick service restaurant chain that Ron Joyce helped found?,"4,613","Approximately 5,000.","The quick service restaurant chain founded by Ron Joyce, Tim Hortons, comprises approximately 5,600 restaurants worldwide as of recent data.",1156,35.3628521
"What type of film are both ""500 Years Later"" and ""Manson""?",documentary,They are not the same type of film.,"""500 Years Later"" is a speculative or fictional film exploring historical or future events, while ""Manson"" is a biographical crime drama about the Charles Manson cult, making them distinct in genre and subject matter.",530,14.98878956
What professions did S. Sylvan Simon and Danny Cannon have in common?,director and producer,They were both directors.,They were both directors.,281,7.037578106
"Where is the academy, for which Joseph D. Stewart was appointed Superintendent, located?","Kings Point, New York","The academy is located in Colorado Springs, Colorado.","The academy, United States Air Force Academy, is located in Colorado Springs, Colorado.",237,5.394463539
Luke Null is an actor who was on the program that premiered its 43rd season on which date?,30-Sep-17,I have no idea.,"The 43rd season of the program Luke Null was on, ""The Real Housewives"" franchise, premiered on July 18, 2023.",1490,46.1708324
"The Azad Hind Dal was created by an Indian nationalist whose defiant patriotism made him a hero in India, but whose attempt to rid India of British rule during what war left a troubled legacy?",World War II,"Subhas Chandra Bose created the Azad Hind Dal, and his attempt to rid India of British rule during World War II left a troubled legacy.","Subhas Chandra Bose founded the Azad Hind Dal, and his wartime collaboration with Axis powers during World War II to expel British rule remains a polarizing legacy in Indian history.",479,12.01420069
"The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently playing in Tippeligaen having been promoted from Adeccoligaen in 2012?",IK Start,IK Start,"The 2011 La Manga Cup was won by Viking, who defeated IK Start, the Norwegian football club from Kristiansand currently competing in Tippeligaen after their 2012 promotion from Adeccoligaen.",401,9.853824854
"Which band has released the most studio albums, Blonde Redhead or Rob Zombie's band White Zombie?",Blonde Redhead,Blonde Redhead has released more studio albums than White Zombie.,"Blonde Redhead has released more studio albums than White Zombie, with seven compared to White Zombie's five.",596,16.94171095
Where was the movement that August Brancart published literature from centerd?,Western Europe,Brussels,The movement that August Brancart published literature from was centered in Brussels.,472,13.4051249
Stephen susco wrote a movie produced by which american film actor?,Sam Raimi,Patrick Wilson.,The movie written by Stephen Susco that was produced by American film actor Patrick Wilson is *The Conjuring* (2013).,2258,71.89914966
are the documentaries Out of Place and The Mosuo Sisters by the same director ?,no,No.,The documentaries *Out of Place* and *The Mosuo Sisters* are not directed by the same person.,628,18.42489767
Watercliffe Meadow Primary Schools name change is an example of what term generally used to describe the avoidance of certain language?,political correctness,Political correctness.,"The term generally used to describe the avoidance of certain language, as exemplified by Watercliffe Meadow Primary School's name change, is political correctness.",460,12.72700906
"Approximately how many locations is BJ's Wholesale Club operating in, as of early 2008?",650 locations,Approximately 120 locations.,"As of early 2008, BJ's Wholesale Club was operating approximately 120 locations.",404,10.80735397
"What year was the American healthy lifestyle magazine, in which Georgia Rickard contributed, started?",1950,I have no idea.,The American healthy lifestyle magazine in which Georgia Rickard contributed was started in 1950.,921,27.73102403
"Thomas Matthew ""Tom"" Chappell co-founded a commpany in 1970 that manufactures what products?",natural-ingredients-only personal care products,"Tom Chappell co-founded Tom's of Maine in 1970, which manufactures natural personal care products like toothpaste, deodorants, and soaps.","Tom Chappell co-founded Tom's of Maine in 1970, which manufactures natural personal care products such as toothpaste, deodorants, and soaps.",404,9.828836918
What type of beliefs does Mount Ida and Rhea have in common?,Greek mythology,Mount Ida and Rhea are both associated with mother goddess worship in Greek mythology.,"Mount Ida and Rhea are both central to the worship of a mother goddess in Greek mythology, with Mount Ida (in Crete) being sacred to Rhea, the Titaness associated with fertility and motherhood.",619,17.68341279
Where does the story take place in 1988 film The Moderns?,1926 Paris,"The story in the 1988 film *The Moderns* takes place in Chicago, Illinois.","The story in the 1988 film *The Moderns* takes place in Chicago, Illinois.",1294,39.35782933
Angelo Francesco Lavignino scored a 1965 English-language Spanish-Swiss co-produced film that was directed by and also starred who?,Orson Welles,I have no idea.,The 1965 English-language Spanish-Swiss co-produced film scored by Angelo Francesco Lavignino was directed by and starred Rod Steiger.,1292,39.48412299
What three categories does income get levied under the Parliament of Australia's tax code?,"""personal earnings"" (such as salary and wages), ""business income"" and ""capital gains""","The three categories are ordinary income, statutory income, and capital gains.","The three categories under the Parliament of Australia's tax code are ordinary income, statutory income, and capital gains.",352,9.092954874
Scout Tufankjian and Daron Malakian are both what?,Armenian-American,They are both lead vocalists.,They are both lead vocalists.,308,7.916175842
Which novelist wrote under the pen name Walter Ericson: Laura Esquivel or Howard Fast?,Howard Melvin Fast,I have no idea.,Howard Fast wrote under the pen name Walter Ericson.,274,6.706033468
Edmund Robert Harris is the principal benefactor of a museum located where ?,Preston,"Preston, England.","The museum for which Edmund Robert Harris is the principal benefactor is located in Preston, England.",240,5.791427135
Were Illinois Institute of Technology and Boise State University both bounded before 1950?,yes,Yes.,Yes.,357,9.546080351
Erwin Lambert was a member of which paramilitary organization under Hitler?,Schutzstaffel,I have no idea.,"Erwin Lambert is not a widely recognized historical figure associated with any specific paramilitary organization under Hitler, and there is no substantial evidence to confirm his membership in groups like the SS or SA.",865,26.08089018
"Michael Pollock was was a senior officer in the United Kingdom's naval warfare force, also known as the what?",Royal Navy,Royal Navy,The Royal Navy is the official name of the United Kingdom's naval warfare force. **Final answer:** The Royal Navy.,333,8.57646513
What is the population of the city at which the transmitter of WLLZ-LP was placed? ,"143,372","The population of Urbana, Illinois, where the WLLZ-LP transmitter is located, is approximately 43,242 as of the 2020 census.","The population of Urbana, Illinois, where the WLLZ-LP transmitter is located, was approximately 43,242 according to the 2020 U.S. Census.",457,11.60749745
"Who is descended from William, 4th Lord Livingston and was a statesman from New York City? ",Philip Livingston,Robert R. Livingston.,"Robert R. Livingston, a prominent American statesman and signer of the Declaration of Independence, was descended from William, 4th Lord Livingston, and hailed from New York City.",430,11.73262215
Padosan had a supporting actor who is known as a successful playback singer in what language?,Hindi,Hindi,"The supporting actor in the film *Padosan*, who is also a successful playback singer, is associated with the Hindi language.",352,9.357741594
Macclesfield Town F.C. plays in the league sponsored by whom?,Vanarama,Vanarama,Macclesfield Town F.C. plays in the league sponsored by Vanarama.,1763,55.62639666
"What song by the American rapper Coolio is on his greatest hits album ""Fantiastic Voyage"" and samples from a Stevie Wonder song?",Gangsta's Paradise,"""Gangsta's Paradise""","The song by Coolio on his greatest hits album ""Fantiastic Voyage"" that samples a Stevie Wonder song is ""Gangsta's Paradise,"" which uses a vocal sample from ""Pastime Paradise.""",356,9.034464359
Who was the eldest brother of the Mexican drug trafficker born 12 March 1952?,Francisco Rafael Arellano Félix,,,,23572.13719
In which University is Richard Williams' former assistant a member of the Athletics Hall of Fame?,Campbellsville University,University of Kentucky,The University of Kentucky is the institution where Richard Williams' former assistant is a member of the Athletics Hall of Fame.,569,16.39932871
"Marvel Classics Comics specialized in adaptations of literary classics, such as a novel by American writer Herman Melville, that was published in what year?",1851,1851,"The novel by Herman Melville adapted by Marvel Classics Comics, ""Moby-Dick,"" was published in 1851.",325,8.024812937
"When was the Chief Aerodynamicist for the British supersonic land vehicle, whose goal is to match or exceed 1000 mph achieving a new world land speed record, born?",1932,I have no idea.,"The Chief Aerodynamicist for the Bloodhound LSR project, Mark Chapman, was born on April 14, 1975.",1588,48.87459016
The third emperor in the Year of the Four Emperors had how many wives? ,second,2,"The third emperor during the Year of the Four Emperors, Aulus Vitellius, had two wives: Vitellia and Alica.",436,12.08132553
Keanu is a 2016 American action comedy film directed by Peter Atencio and written by who?,Jordan Peele,Peter Atencio.,"The film *Keanu* was written by Peter Atencio, Jordan Peele, and Keegan-Michael Key.",386,10.14754176
Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,"Franconia, New Hampshire",Ecole des Hautes Etudes en Sciences Sociales (EHESS) in Paris.,The seminar directed by Jeanne Marie Beaumont from 2007 to 2010 was located at the Ecole des Hautes Etudes en Sciences Sociales (EHESS) in Paris.,460,12.20050097
What is the name of the father of Childericus?,Merovech,Merovech,"The father of Childericus (Childeric I) was Merovech, founder of the Merovingian dynasty.",321,8.46709156
Immanuel Lutheran School is affiliated with the denomination that has how many members?,2.1 million,I have no idea.,"The denomination affiliated with Immanuel Lutheran School, the Evangelical Lutheran Church in America (ELCA), has approximately 3.7 million members.",963,29.1759274
in the 2004 Hockey film produced by a former major league baseball pitcher who played the USA coach?,Kurt Russell,I have no idea.,"The 2004 hockey film is *Miracle*, the USA coach is portrayed by Kurt Russell, and the producer was Bruce Davey, though he was a former NFL player, not a MLB pitcher.",1513,46.87833118
Tamanchey is a comedy film that starred the actress who works in what type of films?,Hindi,I have no idea.,"The actress who starred in the comedy film ""Tamanchey"" is Esha Deol, who primarily works in action, romance, and comedy films.",989,29.89256477
"Which star of ""Chalet Girl"" also appeared in ""The Treasure Seekers""?",Felicity Rose Hadley Jones,Martin Freeman,"The correct answer is that Martin Freeman did not appear in ""The Treasure Seekers,"" so there is no overlapping star between the two films.",1079,32.93527842
Who currently has more store locations? Bearno's or Patxi's Chicago Pizza?,Bearno's Pizza,I have no idea.,Patxi's Chicago Pizza currently has more store locations than Bearno's.,498,14.10343599
Bethpage State Parkway begins with an interchange at which Long Island-based limited access highway?,Southern State Parkway,Northern State Parkway,The Bethpage State Parkway begins with an interchange at the Northern State Parkway.,315,8.106221437
At what frequency the magazine publishes which ranked  Aditya Puri #24th in India's 50 Most powerful people of 2017 list?,fortnightly,The magazine publishes monthly.,The magazine publishes monthly.,342,8.409376383
"Which plant genus has a longer common name, Myrtus or Eustoma?",Eustoma,Eustoma has a longer common name than Myrtus.,"The common name for Eustoma, ""lisianthus,"" has 10 letters, while Myrtus's common name, ""myrtle,"" has 6, making Eustoma's common name longer.",548,15.46454549
"Which Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua was one of eleven players to have played in the top divisions in Italy, Spain, England and Germany?",Obafemi Martins,Odion Ighalo,"Odion Ighalo is the Nigerian footballer who plays as a forward for Shanghai Greenland Shenhua and has competed in the top divisions of Italy, Spain, England, and Germany.",412,10.63158703
 Who was born first Doug Liman or Saul Metzstein?,"Douglas Eric ""Doug"" Liman",Doug Liman was born first.,"Doug Liman was born first on June 16, 1965, while Saul Metzstein was born later on November 20, 1965.",323,8.371568441
"Which band has more members, Kitchens of Distinction or Royal Blood?",Kitchens of Distinction,Kitchens of Distinction has more members than Royal Blood.,"Kitchens of Distinction has more members than Royal Blood, as the former typically consists of four or five members while the latter is a duo.",371,9.754338741
Cistus and Stapelianthus are both forms of what?,flowering plants,I have no idea.,Cistus and Stapelianthus are both forms of flowering plants.,1840,57.96013117
An Cat Dubh / Into the Heart is a song from the U2 album released on what date?,20-Oct-80,21-Oct-80,"The U2 album containing ""An Cat Dubh / Into the Heart"" was released on October 21, 1980.",368,9.590984344
What is the current position held by the Nathan Sharansky's co-author of the book The Case for Democracy?,Israeli Ambassador,"Ron Dermer, co-author of *The Case for Democracy* with Natan Sharansky, is currently Israel's Minister of Energy.","Ron Dermer, co-author of *The Case for Democracy* with Natan Sharansky, is currently the Minister of Energy in Israel.",497,13.1524384
What casino in Las Vegas which is now operated by MGM Resorts International was developed by William G. Bennett?,Excalibur Hotel and Casino,Mandalay Bay Resort and Casino.,"The Mandalay Bay Resort and Casino, now operated by MGM Resorts International, was developed by William G. Bennett.",390,10.38931179
Paul DeBoy is known for an appearance in the Western action-adventure game developed by which company?,Rockstar San Diego,Rockstar Games,The Western action-adventure game featuring Paul DeBoy's appearance was developed by Rockstar Games.,267,6.455932856
"What is the name of this New York based American investment management firm founded in 1982, whose co-CEO is Robert Mercer?",Renaissance Technologies,Renaissance Technologies,Renaissance Technologies is the New York-based American investment management firm founded in 1982 with Robert Mercer as a co-CEO.,389,10.18573451
Are Des Moines International Airport and Grand Canyon National Park Airport both major airline hubs?,no,No.,"No, Des Moines International Airport is a mid-sized regional airport with limited hub operations, while Grand Canyon National Park Airport is a small, primarily tourist-serving airport with minimal commercial service.",430,11.98710918
 The Canadian Hot 100 is a music industry record chart in Canada for for a song that is released separately from what?,an album,The Canadian Hot 100 is for songs released separately from an album.,The Canadian Hot 100 is a music industry record chart in Canada for songs released separately from an album.,871,25.48210669
Is Karjiang a mountain and Sherpi Kangri a mountain peak?,yes,I have no idea.,"Karjiang is a mountain in the Karakoram range, and Sherpi Kangri is a recognized mountain peak in the same region.",635,18.60246015
Which one the cast members in the film Only Lovers Left Alive also played in Othello?,Tom Hiddleston,Tom Hiddleston.,"Tom Hiddleston, who starred in *Only Lovers Left Alive*, portrayed Othello in a 2006 stage production at the Almeida Theatre.",469,13.05250478
"Stephen Graham starred in a film in 2006, directed by whom?",directed by Shane Meadows,I have no idea.,The 2006 film starring Stephen Graham was directed by Martin Scorsese.,468,13.1025188
Which member of the research project conducted by the Creation Research Society and the Institute for Creation Research between 1997 and 2005 was Kevin R. Henke most critical of? ,Russell Humphreys,John Morris,"The most accurate final answer is: Kevin R. Henke was most critical of John Morris, the president of the Institute for Creation Research, regarding the RATE project's methodologies and conclusions.",544,14.8999598
Psycho-physical Awareness was developed into an original and dependable method by a Russian-American actor who was referred to by Konstantin Stanislavski as what?,his most brilliant student,"""my favorite pupil""","The Russian-American actor who developed Psycho-physical Awareness into a method, referred to by Konstantin Stanislavski as ""my favorite pupil,"" is Michael Chekhov.",436,11.5758543
What is the name of the character portrayed by Anna Camp in the film centered on the fictional Barden University and The Bellas?,Aubrey Posen,Aubrey Posen,The character portrayed by Anna Camp in the film centered on the fictional Barden University and The Bellas is Aubrey Posen.,264,6.146404266
"Which Istanbul mosque is unique for retaining a Baroque style of architecture, the Bayezid II Mosque or the Nusretiye Mosque?",Nusretiye Mosque,Nusretiye Mosque,The Nusretiye Mosque in Istanbul is unique for retaining a Baroque style of architecture.,455,12.24472642
What production company was founded by George Balanchine to create a live stage version of the 1942 film Casablanca?,The Los Angeles Dance Theater,I have no idea.,"The production company founded by George Balanchine to create a live stage version of the 1942 film *Casablanca* was the New York City Ballet, though it is more accurately noted that he choreographed a ballet adaptation titled *Casanova* (1973), not directly based on the film.",1332,40.7682929
"What city that Lettuce Lake Park is just outside of is the largest in Hillsborough County, Florida? ",Tampa,Tampa,"The city that Lettuce Lake Park is just outside of and is the largest in Hillsborough County, Florida, is Tampa.",367,9.688159466
Which US Supreme court case involved a waiver of right to counsel Planned Parenthood v. Casey or Montejo v. Louisiana?,Montejo v. Louisiana,Montejo v. Louisiana,The case involving a waiver of the right to counsel is Montejo v. Louisiana.,644,18.55484843
"Who produced the 1998 British comedy starring the director of the feature film ""Eddie the Eagle""?",Matthew Vaughn,I have no idea.,"The 1998 British comedy starring Dexter Fletcher, the director of ""Eddie the Eagle,"" is ""The Mask of Zorro,"" produced by John Singleton.",1808,56.60754561
"In what year was the band, whose bassist joined Arvas in 1996, formed?",1992,I have no idea.,The band whose bassist joined Arvas in 1996 was formed in **1993**.,1370,42.23178482
Which company does Timothy Oulton retail his products through that is based in Corte Madera?,Restoration Hardware,"Timothy Oulton retails his products through his own company, Timothy Oulton, based in Corte Madera.","Timothy Oulton retails his products through his own company, Timothy Oulton, which has a location in Corte Madera, California.",311,7.323706388
In between Atsushi Ogata and Ralph Smart who graduated from Harvard College?,Atsushi Ogata,Ralph Smart graduated from Harvard College.,Ralph Smart graduated from Harvard College.,300,7.561097622
The owner of radio station KWPW has the same name as an American character actor. What is it?,Bill McCutcheon,Wally Cox,"The owner of radio station KWPW is Wally Cox, an American character actor known for roles in ""The Little Rascals"" and ""The Andy Griffith Show.""",280,6.820382833
What game did the team with an 11-1 regular season record play in for the BCS title game?,2004 Nokia Sugar Bowl,BCS National Championship Game,The team with an 11-1 regular season record played in the BCS National Championship Game for the BCS title.,533,14.99140239
"What German medium tank, sometimes called the ""Mark V"", that was deployed on the Eastern and Western fronts from mid-1943 provided the armor and suspension for the chassis of the tank destroyer built by Nazi Germany during World War II?",The Panther,Panzer V Panther,"The German medium tank, often referred to as the ""Mark V,"" which was deployed on both the Eastern and Western fronts from mid-1943 and provided the chassis armor and suspension for Nazi Germany's Jagdpanther tank destroyer, is the **Panzer V Panther**.",362,8.611116171
Abraham Lincoln Neiman and his wife Carrie Marcus Neiman cofounded Neiman Marcus with Carrie's brother Herbert in which American city in 1907?,Dallas,Dallas,The correct answer is Dallas.,345,8.690078259
Which show that premiered in May 2011 is hosted by someone with the birth name Richard Kirschner?,My Cat from Hell,America's Got Talent,The show that premiered in May 2011 and is hosted by someone with the birth name Richard Kirschner is *The Voice*.,1082,32.78078198
"Abraham Lokin was born on an archipelago between the Norwegian Sea and North Atlantic, that is about 200 miles north-northwest of where?",Scotland,Shetland Islands,"The Shetland Islands, located approximately 200 miles north-northwest of the northern coast of mainland Scotland, fit the description of an archipelago between the Norwegian Sea and North Atlantic.",889,26.22568202
Do the bands named Phoenix and Shearwater specialize in the exact same genre?,no,No.,"Phoenix is primarily known for indie rock and alternative rock with a focus on danceable, electronic-infused tracks, while Shearwater blends indie rock with experimental, orchestral, and folk elements, making their genres distinct despite overlapping in the indie rock umbrella.",370,10.00781512
"Which former American football player had a part in the movie ""Gamer?""",Terry Crews,Marcus Harrell.,"The former American football player who appeared in the movie ""Gamer"" is not Marcus Harrell; there is no verified record of him being in the film.",1198,36.86662221
"North Blenheim, New York was destroyed by flooding caused by the Hurricane that landed in what month?",11-Aug,September,"The hurricane that caused the flooding in North Blenheim, New York, made landfall in August 2011.",986,29.85941434
"Who is older, Ivan Foster or Ian Paisley?",Ian Paisley,Ian Paisley is older than Ivan Foster.,"Ian Paisley is older than Ivan Foster, as he was born on October 6, 1926, compared to Foster's birthdate of August 18, 1968.",366,9.818289995
